adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/gxk04EjNx5mt4qxRr7d3EWPd4JA.jpg,"[53, 27]",50698,en,Grave Encounters,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,38.648,/8vnsB3Rg9Gb91UOaecXRb7dYB37.jpg,2011-09-09,Grave Encounters,False,6.279,1415
False,/dnOrJdHW697UvKvtX4lYVasomBu.jpg,"[12, 14, 28]",9543,en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",35.737,/siNGMLdOUNYLEGtlsnmQcpO2XZX.jpg,2010-05-19,Prince of Persia: The Sands of Time,False,6.279,6564
False,/edg3mPp97KLhHjEWwKMrugaASv3.jpg,"[12, 35, 80, 878]",817,en,Austin Powers: The Spy Who Shagged Me,"When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo,’ Austin must return to the swingin' '60s himself - with the help of American agent, Felicity Shagwell - to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions to try to save the world in his own unbelievably groovy way.",29.259,/f2ohIBEbc3eERyU5pgSknm8DqUj.jpg,1999-06-08,Austin Powers: The Spy Who Shagged Me,False,6.279,3207
False,/hZpapggtfwz47XDJqjVek7sAEBh.jpg,"[10402, 35, 18]",63710,en,Honey 2,"After a brush with the law, Maria has returned to her gritty Bronx roots to rebuild her life with nothing but a talent for street dance and a burning ambition to prove herself.",25.971,/qQnWrF7khfYvpWdEeKhSuoDCGA5.jpg,2011-06-23,Honey 2,False,6.278,387
False,/fvCq1wEwLtiHKCJYm6BfkIO068x.jpg,"[28, 80, 53]",26389,en,From Paris with Love,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",18.422,/poVoLKLxUqsTLSntA40Po2F78dZ.jpg,2010-02-04,From Paris with Love,False,6.278,1921
False,/wL8KA3zIJQPbbU5hJlyIdmmLZit.jpg,"[28, 35, 9648]",514999,en,Murder Mystery,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",57.452,/bSMSO9xupd4R4vwTPqigHn2quLN.jpg,2019-05-25,Murder Mystery,False,6.277,4304
False,/i66aLpliUx5Dr4nfMrzYM1NpneN.jpg,"[80, 18]",157845,en,The Rover,"10 years after a global economic collapse, a hardened loner pursues the men who stole his car through the lawless wasteland of the Australian outback, aided by the brother of one of the thieves.",13.716,/734OOkr69mt8lyPk8iw3TwgQ90R.jpg,2014-06-04,The Rover,False,6.276,920
False,/7QuOLZ6ws1yMNLsbdEduPRSBj9.jpg,"[35, 80, 10749]",117974,en,Sightseers,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",32.706,/l52cpdZcVkEVTaLqga6xxSQoaKX.jpg,2012-11-30,Sightseers,False,6.276,486
False,/rNzLD5dTUoISDeo10qJDiUdwVNh.jpg,"[28, 14, 878]",19901,en,Daybreakers,"In the year 2019, a plague has transformed almost every human into a vampire. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",28.872,/xFZH2l9UOyIclk2ZFWNHQ38B2RP.jpg,2010-01-06,Daybreakers,False,6.276,1887
False,/a7RMVypNmxvEG0SzG9kXBJivfxX.jpg,"[80, 18]",11060,en,Internal Affairs,"Keen young Raymold Avila joins the Internal Affairs Department of the Los Angeles police. He and partner Amy Wallace are soon looking closely at the activities of cop Dennis Peck whose financial holdings start to suggest something shady. Indeed Peck is involved in any number of dubious or downright criminal activities. He is also devious, a womaniser, and a clever manipulator, and he starts to turn his attention on Avila.",17.907,/A4pH8DiNFEf2AgXkM4zk3ZpblV.jpg,1990-01-12,Internal Affairs,False,6.276,371
False,/7i6D8NmHoASGNlRTdnywwunopng.jpg,"[35, 28, 18]",468219,en,Dead in a Week (Or Your Money Back),"William has failed to kill himself so many times that he outsources his suicide to aging assassin Leslie. But with the contract signed and death assured within a week (or his money back), William suddenly discovers reasons to live... However Leslie is under pressure from his boss to make sure the contract is completed.",9.446,/f4ANVEuEaGy2oP5M0Y2P1dwxUNn.jpg,2018-09-12,Dead in a Week (Or Your Money Back),False,6.275,326
False,/9GLnRJoj2xVBtyRMygaejJQ0lkt.jpg,"[80, 18]",425336,es,Loving Pablo,The film chronicles the rise and fall of the world's most feared drug lord Pablo Escobar and his volatile love affair with Colombia's most famous journalist Virginia Vallejo throughout a reign of terror that tore a country apart.,46.487,/aV3kKzTCycGfZc5Lh29Tk6avKPL.jpg,2017-10-12,Loving Pablo,False,6.275,974
False,/c1Ywtvlqls6tPBZ3BqbPtBwHyng.jpg,"[12, 35, 16, 10751]",328111,en,The Secret Life of Pets,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",15.701,/g3Hms6AE174doeGR1gz5zX5sVsv.jpg,2016-06-18,The Secret Life of Pets,False,6.275,7882
False,/eVJfRgDUGpzgYJlznBMxch4b9cG.jpg,[18],284276,en,Cake,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",66.366,/5GJEZovjtKisJxNMG6fBTCxNzZi.jpg,2014-09-07,Cake,False,6.275,876
False,/4EMd9DU86rbd9XCjOjLHp5Khtn8.jpg,"[53, 10749]",255343,en,Escobar: Paradise Lost,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",31.908,/4HngNLzCmUYCPB8FbxSZWN0eDKM.jpg,2014-10-11,Escobar: Paradise Lost,False,6.3,759
False,/sKWh9hF0ekVhHHyGuJwdA3fnMGZ.jpg,"[10749, 878, 18, 14]",58244,en,Upside Down,"In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?",33.916,/2Td1nknvCcpc03EtgKULNH2PEjI.jpg,2012-09-27,Upside Down,False,6.3,2421
False,/cUNjTGyyc9xsBkS6kVUWsTDrYBF.jpg,"[35, 80, 53]",10029,en,Very Bad Things,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",11.699,/rYmyRxF5e9fBdgcQScKu0CUtMy5.jpg,1998-09-11,Very Bad Things,False,6.275,590
False,/9OaIWmWI7Ph3jqj235zQIrh5yVd.jpg,"[35, 18, 10749]",652483,pt,Modo Avião,"When Ana, an influencer, crashes her car while talking on the phone, she's shipped to her grumpy grandfather's farm -- and forced into a digital detox.",15.077,/fLXisj0j39zaktmoU72tVtOXx6W.jpg,2020-01-23,Airplane Mode,False,6.3,694
False,/4kui3QA55M2ZOmBgoRlrYj5MSlK.jpg,[35],274167,en,Daddy's Home,"The story of a mild-mannered radio executive who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",28.02,/fB9lALk9zKsMYWvf0bJSkJN219Z.jpg,2015-12-25,Daddy's Home,False,6.274,3092
False,/zbTaYrQzZaaEf1SZlv3RTZiUvZw.jpg,"[18, 10749]",86331,fr,Q,"In a social context deteriorated by a countrywide economic crisis, the life of several people will be turned upside down after they meet Cécile, a character who symbolizes desire.",57.867,/wxvvNXY3n0637cOcdeC61eyVAnC.jpg,2011-10-06,Desire,False,6.27,1141
False,/rmJrzo3dXgEwS2Pgwsr8v2Jwsw8.jpg,"[28, 53]",16325,en,Echelon Conspiracy,"Mysterious cell phone messages promise a young American engineer untold wealth - then make him the target of a deadly international plot. Dangerous security operatives chase the engineer across the globe, while a powerful government official pursues a mysterious agenda that threatens the stability of the entire world.",27.894,/eQgT8kdjWJots3dX5Xy11le2vHk.jpg,2009-02-27,Echelon Conspiracy,False,6.274,441
False,/sK9UnbaLjBGoTi0Ejup7cIzK2GR.jpg,[35],11890,en,Oscar,"Angelo ""Snaps"" Provolone made his dying father a promise on his deathbed: he would leave the world of crime and become an honest businessman. Despite having no experience in making money in a legal fashion, Snaps sets about to keep his promise.",37.828,/rGJOzUwHlkx8MKy2oR2qEiT7g4G.jpg,1991-04-26,Oscar,False,6.274,490
False,/67WVW36tcLYnY2ONzbxh7gEfohh.jpg,"[27, 53]",155084,en,13 Sins,"Drowning in debt as he's about to get married, a bright but meek salesman receives a mysterious phone call informing him that he's on a hidden-camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",26.036,/x4tC1s6oFG9nEyxVSM0FiIsLea1.jpg,2014-04-11,13 Sins,False,6.273,1054
False,/xEm9JBfXdQyVvJ2FEEpzZIICZBc.jpg,"[878, 18, 9648, 53]",86812,en,Sound of My Voice,A journalist and his girlfriend get pulled in while they investigate a cult whose leader claims to be from the future.,11.878,/6wStc532wuBrW2NZM3TicEWDmaL.jpg,2011-01-22,Sound of My Voice,False,6.3,348
False,/auPhV7cBaQH1j0kj4qd1VDe6rCE.jpg,"[35, 18, 10749]",11191,en,Mystic Pizza,"Three teenage girls come of age while working at a pizza parlor in Mystic, Connecticut.",24.223,/bV3MvnUTgKlbGi7K1QaYNLhdOlM.jpg,1988-10-13,Mystic Pizza,False,6.273,488
False,/5Xb2e63jvhJqL6IUO2SqtuRIJRG.jpg,"[80, 18, 53]",4787,en,Cassandra's Dream,"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go bad and the two become enemies.",11.17,/9Cu2XA9TSHm4T1n7JBE5DEL60U3.jpg,2007-06-18,Cassandra's Dream,False,6.273,752
False,/lSCKo6QGJ88Gn3espNnvL87CinA.jpg,"[28, 80, 18]",483906,en,Polar,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",26.542,/qOBEpKVLl8Q9CZScbOcRRVISezV.jpg,2019-01-25,Polar,False,6.272,2116
False,/sjsaxwNsgBbrWrJIXtCT5DNo9Mt.jpg,"[80, 53]",181283,en,Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",49.386,/qqGhMt31HVUN3WnH0L2r0OWq38E.jpg,2015-03-15,Child 44,False,6.272,1604
False,/7yPe3oJGJOsIme6eU52Ytd4gwOS.jpg,"[18, 36, 10402]",11465,en,Great Balls of Fire!,"The story of Jerry Lee Lewis, arguably the greatest and certainly one of the wildest musicians of the 1950s. His arrogance, remarkable talent, and unconventional lifestyle often brought him into conflict with others in the industry, and even earned him the scorn and condemnation of the public.",12.708,/cb0zpDUnHBj8PxWQG5L96m3rxrk.jpg,1989-06-30,Great Balls of Fire!,False,6.272,302
False,/7arej0TuOcjLzQzNBsTQ4lj0v8J.jpg,"[35, 10749]",9494,en,Look Who's Talking,"Mollie is a single working mother who's out to find the perfect father for her child. Her baby, Mikey, prefers James, a cab driver turned babysitter who has what it takes to make them both happy. But Mollie won't even consider James. It's going to take all the tricks a baby can think of to bring them together before it's too late.",21.801,/uVM0D7Q6U9H6xMSZmMdfwECih5h.jpg,1989-10-12,Look Who's Talking,False,6.272,2230
False,/2G20ecZ4HrWWmxn2gBdN2gxcxTy.jpg,"[27, 878, 53]",8843,en,The Cell,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,20.122,/fdQHMNDjBzA7PDw1aNFww2eriLz.jpg,2000-08-17,The Cell,False,6.3,1481
False,/xLW4UQ4zYf7fHrei9pqx4fJsfKy.jpg,"[53, 80]",199373,en,The Frozen Ground,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,19.45,/hHDj1h3lJvYd9Cervoswz9crhWg.jpg,2013-07-11,The Frozen Ground,False,6.271,1409
False,/vMeIYrazqkcESPW7IGAUXbnKbzI.jpg,"[28, 80, 53]",10651,en,The Dead Pool,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",17.79,/mqwGpW0Ptrvz1GmfCnLAOA4cQ8g.jpg,1988-07-13,The Dead Pool,False,6.271,799
False,/7rfcRXbFD0xr8NteNq1hwXUd4Af.jpg,"[12, 18, 28, 10749, 10751]",8856,en,The Karate Kid Part II,"After discovering that his father is at death's door, Mr. Miyagi sets out to Japan, to see him with Daniel. Upon arriving, Miyagi must confront an old rival. Meanwhile, Daniel encounters a new love, and some new enemies.",26.158,/k0OwgRR6PNu7h3SiqpCbRdZWNaG.jpg,1986-06-18,The Karate Kid Part II,False,6.3,2088
False,/aqm0i13UOmow0K30gB1hrNYpJca.jpg,"[53, 10749, 18, 9648]",721625,en,Songbird,"During a pandemic lockdown, Nico, a young man with rare immunity, must overcome martial law, murderous vigilantes and a powerful family to reunite with his love, Sara.",41.346,/DxDIioCnlhjIL1vEhfrLTBg0VU.jpg,2020-12-10,Songbird,False,6.27,719
False,/2nLOJ8gtattGzYzwlYM8PrcgknH.jpg,"[28, 53, 18]",399248,en,Beirut,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",12.303,/s2qIeFsI9TskZr1LkSwljQDh5nl.jpg,2018-04-11,Beirut,False,6.266,531
False,/hACMcim5NtMH3S62sQAWkdLVpIK.jpg,"[28, 12, 80, 9648, 53]",34813,en,The Losers,"On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.",47.151,/e5oD3fuQpjZ8Po6WNW0VkUJmW52.jpg,2010-04-23,The Losers,False,6.27,1746
False,/mMP5otHjSzDYSMpOdqy8bO3Avks.jpg,"[10751, 16, 12, 35]",11625,fr,Astérix et le Coup du menhir,"Gaullish custom requires that a would-be chief must challenge and defeat another to become the leader of two tribes. Vitalstatistix is not perturbed because of Getafix's magic potion. Getafix, however has an accident and forgets how to make it. Then Vitalstatistix is suddenly challenged.",13.669,/7KFAtZRXzD00Zw9sWxusrInLHgJ.jpg,1989-10-04,Asterix and the Big Fight,False,6.27,605
False,/9zgnuwIK6JAc6giVsscq9H82li1.jpg,"[10749, 18, 35]",9715,en,Hope Floats,"Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom.",28.428,/6PRFM09xjGSWpXObW87CT5JELGJ.jpg,1998-05-29,Hope Floats,False,6.27,409
False,/isFQiBiBiz4Xyx22sTs6CR1scL3.jpg,"[28, 53]",8845,en,Under Siege,"Disgruntled ex-CIA operative Strannix, his assistant Krill and their group of terrorists seize the battleship with nuclear blackmail in mind. They've planned for every contingency but ignore the ship's cook, former Navy SEAL Casey Ryback -- an error that could be fatal.",32.113,/myHxm9p8fhEsXyaLO6DawYJKolg.jpg,1992-10-08,Under Siege,False,6.27,1478
False,/yImmxRokQ48PD49ughXdpKTAsAU.jpg,"[12, 28, 35, 10751]",644092,en,Finding ʻOhana,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage.",23.793,/tTWl37oAYRXS3D5mEHmjveXXyrN.jpg,2021-01-29,Finding ʻOhana,False,6.3,399
False,/7bXsWwEkqrjCEAykNR9D5EspTLD.jpg,"[878, 53]",174772,en,Europa Report,A crew of international astronauts are sent on a private mission to Jupiter's fourth moon.,58.491,/tbsfaBjiAW5vfrV06R8KCOzVOYy.jpg,2013-06-27,Europa Report,False,6.269,1333
False,/lTmXKs3zSxmOV9YqHOjEwcwrF4a.jpg,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",60.981,/kziYpr5Nfw60P0My8aj1sgCEqed.jpg,2015-05-19,Tomorrowland,False,6.269,6824
False,/98MW3zxRdBzlnyLpAQvMdY0pe6G.jpg,"[10751, 35, 18, 10402, 10770]",37609,en,The Cheetah Girls 2,"Best friends Galleria, Chanel, Dorinda, and Aqua, A.K.A. the girl band ""The Cheetahs,"" get the opportunity of a lifetime when they strut their way to Barcelona, Spain, to perform in an international music festival. Along the way, the ""amigas Cheetahs"" learn that, although their paths are not the same, they are lucky to have one another for the journey.",10.478,/wnJeQscjWQZ6hhrLMZnTk5PCwJ0.jpg,2006-07-31,The Cheetah Girls 2,False,6.3,394
False,/pDjZE6hTt4YN2cC1Z1bYZfmH9bs.jpg,"[27, 9648]",13515,en,Mirrors,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,33.498,/bt5a4ThyLpLTsia2e2ZTLzQjXO0.jpg,2008-08-15,Mirrors,False,6.269,1769
False,/b37X97PCSxcl39CI2pzfVfmsAnV.jpg,"[35, 10749]",7553,en,Waiting...,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",20.302,/h3NJDiaaliUH35ApXPu8PFKZwWz.jpg,2005-10-07,Waiting...,False,6.269,808
False,/e1eKNn0VLQ1vETpOTLrlps5KZ1L.jpg,"[27, 53, 10752, 14]",608195,en,Ghosts of War,A group of World War II American soldiers encounter a supernatural enemy as they occupy a French castle previously under Nazi control.,16.807,/jR2SSICqmyaVV4lcR3PfNldJBPc.jpg,2020-07-03,Ghosts of War,False,6.268,521
False,/l6V9uWgQPz2kReUFYbfNUpPO1R3.jpg,"[35, 14]",515841,fr,Je ne suis pas un homme facile,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",18.509,/fPPT1MDkvY4XvzbHTd2DsL7qH7S.jpg,2018-04-13,I Am Not an Easy Man,False,6.268,980
False,/xh4SKML3kQPnJfEcgML2pFpalQe.jpg,"[28, 12, 35]",463272,en,Johnny English Strikes Again,"Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology.",30.764,/tCBxnZwLiY1BOKw3tH6AxHZdqPh.jpg,2018-09-13,Johnny English Strikes Again,False,6.269,2386
False,/lcix4ZjVsO7YqHohmk0QLcJRRl5.jpg,"[18, 27, 9648]",354216,en,The Devil's Candy,A struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural Texas.,13.561,/9Yz9DCan4tRfqZgDrCSgzUX1WXV.jpg,2016-12-15,The Devil's Candy,False,6.268,625
False,/ivNDj0LuziOuz0ZivgA7sxHIi3z.jpg,"[18, 35, 10749]",82696,en,Hope Springs,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",21.835,/jTBHePOwIm2XAjGORnfPIAlVUvb.jpg,2012-08-07,Hope Springs,False,6.268,749
False,/2sZ3SYWN4ApotMkDyG79Y5YkAhP.jpg,"[35, 18]",10699,en,Hero,"Bernie Laplante is having a rough time. He's divorced, his ex-wife hates him and has custody of their son, the cops are setting a trap for him, then to top it all, he loses a shoe whilst rescuing passengers of a crashed jet. Being a thief who is down on his luck, Bernie takes advantage of the crash, but then someone else claims credit for the rescue.",33.198,/wD7D0B9U9ooanxyhtgLKaqM7www.jpg,1992-10-02,Hero,False,6.268,466
False,/vSZOMuSfXScuxExCtxZsDIFDQCI.jpg,[27],627290,en,Antebellum,Successful author Veronica finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,23.522,/irkse1FMm9dWemwlxKJ7RINT9Iy.jpg,2020-09-02,Antebellum,False,6.267,875
False,/3gbOR4AV5znoDhOuawFdu8gwLvO.jpg,[18],291351,en,The Sea of Trees,"In Japan's Aokigahara Forest, a troubled teacher meets a mysterious lost stranger who takes him on a life-changing journey of love and redemption.",10.888,/gmVGIEfzxupZUTer1Z5n80CHFnD.jpg,2016-04-27,The Sea of Trees,False,6.267,478
False,/tOTtJelsPKX0bvSdvDVL2ou3cGS.jpg,"[12, 10751, 14]",267935,en,The BFG,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",42.278,/vssXmCrfCiARkQ0512oG0wjh2h9.jpg,2016-06-01,The BFG,False,6.3,3259
False,/73Ridh5DhGBmKAiwq8gy3IbtthT.jpg,"[28, 80, 35]",134374,en,Pain & Gain,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",38.823,/9WqA0Ry9wmTzFvom8mNbcyKZQgP.jpg,2013-04-18,Pain & Gain,False,6.267,4311
False,/kH14XvCHKfMRz1sNsAMY0KpAKb0.jpg,"[10751, 28, 12, 35]",7459,en,Speed Racer,"Speed Racer is a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, Speed must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities.",21.059,/x800OyHuJ9JDuhHLtdPLkH1vBjw.jpg,2008-05-07,Speed Racer,False,6.267,1486
False,/c2S0Zfkg056kkvTFrMeJWDOmKCs.jpg,"[35, 80]",3172,en,Bandits,"After escaping from prison, Joe and Terry go on a crime spree, robbing banks through Oregon and California in order to finance their scheme for a new life south of the border. Unfortunately, things get more complicated when they meet Kate, who runs into them with her car. She joins the bandits on their cross-country spree, and eventually she steals something, too: their hearts.",16.46,/67AUAkiT4rbgqN7SNlIJn0zWZqU.jpg,2001-10-12,Bandits,False,6.267,937
False,/boct1C0KWZ533T6o5qjFVfaUpSt.jpg,[35],2171,en,Wet Hot American Summer,"The setting is Camp Firewood, the year 1981. It's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. At the center of the action is camp director Beth, who struggles to keep order while she falls in love with the local astrophysics professor. He is busy trying to save the camp from a deadly piece of NASA's Skylab which is hurtling toward earth. All that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. The questions will all be resolved, of course, at the big talent show at the end of the day.",11.052,/dVdHnfcLZFSscEUZqCzctwOVjC0.jpg,2001-07-27,Wet Hot American Summer,False,6.267,766
False,/qz2QzkYzesbbL94rdUpZrFPhlRe.jpg,"[10749, 35, 14]",1019420,en,Irish Wish,Maddie's dream guy is days away from marrying her best friend when a wish for true love made on an ancient stone in Ireland magically alters her fate.,67.293,/v4Bb70dpIIQoEnZAHnm3nzCPauU.jpg,2024-03-14,Irish Wish,False,6.266,316
False,/kP5k4gA6yJiQCeN5FNcGwRtGDuq.jpg,"[10749, 35, 18]",736918,en,The Noel Diary,"Cleaning out his childhood home at Christmas, a novelist meets a woman searching for her birth mother. Will an old diary unlock their pasts — and hearts?",12.216,/f6mMqxJfAD2Ao4sto7kOq6a7tWg.jpg,2022-11-24,The Noel Diary,False,6.266,336
False,/uz22R8kBpIaUC8pkOKZm7jZfLGN.jpg,"[27, 53]",606625,en,Follow Me,"A social media personality travels with his friends to Moscow to capture new content for his successful vlog. Always pushing the limits and catering to a growing audience, they enter a cold world of mystery, excess, and danger. When the lines between real life and social media are blurred, the group must fight to escape, and survive.",47.12,/glwOyoD0Pzxzyb3l7nELEgjSjQ8.jpg,2020-07-03,Follow Me,False,6.266,468
False,/zo1FlbNdKPpKDr5ENhPbVZEzwRy.jpg,[27],132232,en,Mama,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",46.94,/eo8BhR8Q5STmWE9sMLsEPagxmy6.jpg,2013-01-17,Mama,False,6.266,4028
False,/9GDHBrOowFg8op7UQpYGfwnuhbr.jpg,[28],71677,en,Assassination Games,"Brazil is a contract killer, willing to take any job if the price is right. Flint left the assassin game when a ruthless drug dealer’s brutal attack left his wife in a coma. When a contract is put out on the same coldblooded drug dealer, both Brazil and Flint want him dead – one for the money, the other for revenge. With crooked Interpol agents and vicious members of the criminal underworld hot on their trail, these two assassins reluctantly join forces to quickly take out their target before they themselves are terminated.",46.656,/quJ0kXiQmP7rOg1m6WGmallQiJQ.jpg,2011-07-28,Assassination Games,False,6.266,376
False,/n2jVDMcBEWsLFooO7W1ZkcMUtWS.jpg,"[12, 28, 53]",36643,en,The World Is Not Enough,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to protect a beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",32.45,/wCb2msgoZPK01WIqry24M4xsM73.jpg,1999-11-17,The World Is Not Enough,False,6.266,2801
False,/8Db2ogq0e4UepMMxwqdv79YJMNq.jpg,"[16, 12, 10751]",15997,en,The Land Before Time II: The Great Valley Adventure,"This time, while building a hideaway in their new home of the Great Valley, Littlefoot and the gang rescue a mysterious egg from two scheming egg-nappers and make a starling surprise - and new friend - when the egg hatches.",18.618,/1lIkU6gbqMx4oRDGegawLdQdLJD.jpg,1994-12-12,The Land Before Time II: The Great Valley Adventure,False,6.266,532
False,/1qVBaLg4pBFbBHlZ2b6PDsxsF12.jpg,"[28, 18, 878, 53]",10447,en,No Escape,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",55.213,/jRwMdEb5bxwVARU2VmOADTflLfZ.jpg,1994-04-29,No Escape,False,6.266,402
False,/tqEtmF2ao7q84K193Xo3M8t6jTC.jpg,[53],9605,en,Single White Female,"Attractive Manhattanite Allison Jones has it all: a handsome beau, a rent-controlled apartment, and a promising career as a fashion designer. When boyfriend Sam proves unfaithful, Allison strikes out on her own but must use the classifieds to seek out a roommate in order to keep her spacious digs.",15.835,/2B6spN9XvzbK9hKDQtvTa4wVoys.jpg,1992-08-14,Single White Female,False,6.266,576
False,/AfrGOrPC85hte5sSb94zlSizalT.jpg,"[10749, 18]",655082,fr,Eiffel,"The French government is asking Gustave Eiffel to design something spectacular for the 1889 Paris World Fair, but he simply wants to design the subway—until he crosses paths with a mysterious woman from his past.",20.484,/mrHx1eQpG7d0Qz3PUkt1ceEP6YK.jpg,2021-10-07,Eiffel,False,6.265,631
